date,original_tripc,original_male,original_female,filtered_tripc,filtered_male,filtered_female
08/12/2019,32308,22144,8064,28146,20734,7412
09/12/2019,15221,11543,3167,14149,11094,3055
10/12/2019,42435,31713,9384,39880,30805,9075
11/12/2019,38180,28783,8134,35884,28000,7884
12/12/2019,45360,34087,9878,42497,32983,9514
13/12/2019,32961,24455,7386,30550,23472,7078
14/12/2019,30263,21346,7258,26443,19749,6694
15/12/2019,33886,23613,8312,29425,21937,7488
16/12/2019,41717,31312,9104,39043,30317,8726
17/12/2019,19303,14971,3796,18180,14504,3676
18/12/2019,37898,28892,7929,35812,28117,7695
19/12/2019,29451,23015,5627,27945,22457,5488
20/12/2019,34209,26070,7043,32133,25314,6819
21/12/2019,24247,17337,5744,21934,16536,5398
22/12/2019,23726,16359,5919,20805,15382,5423
23/12/2019,37364,27214,8054,33294,25768,7526
24/12/2019,25894,18432,5976,22882,17405,5477
25/12/2019,13082,8044,2964,9212,6844,2368
26/12/2019,25226,18030,5384,21704,16806,4898
27/12/2019,31808,22371,6926,26793,20644,6149
28/12/2019,28520,18101,6979,21592,15842,5750
29/12/2019,17968,11463,4475,14246,10376,3870
30/12/2019,12138,9283,2376,11187,8906,2281
31/12/2019,31510,21844,7288,26610,20093,6517
01/01/2020,18114,12168,4184,14690,11047,3643
02/01/2020,41556,29933,9102,36614,28245,8369
03/01/2020,31873,23685,6744,28885,22533,6352
04/01/2020,29436,20567,7052,25583,19112,6471
05/01/2020,27589,19346,6684,24307,18149,6158
06/01/2020,42738,32045,9316,40113,31102,9011
07/01/2020,46535,34764,10221,43543,33716,9827
08/01/2020,42400,32126,9016,39996,31228,8768
09/01/2020,39344,29798,8347,37115,29000,8115
10/01/2020,50800,37644,11022,46474,35990,10484
11/01/2020,56538,36424,14693,44254,31981,12273
12/01/2020,53121,33462,14071,40791,29347,11444
13/01/2020,49438,36386,11157,45575,34929,10646
14/01/2020,44144,32931,9759,41299,31854,9445
15/01/2020,54251,39718,12404,49991,38181,11810
16/01/2020,45247,33933,9761,42325,32906,9419
17/01/2020,34122,26038,6964,32013,25249,6764
18/01/2020,13301,9789,2936,12139,9313,2826
19/01/2020,25935,17977,6359,22712,16805,5907
20/01/2020,24230,17667,5583,22309,17005,5304
21/01/2020,37399,28405,7879,35351,27679,7672
22/01/2020,43415,32637,9413,40818,31667,9151
23/01/2020,48258,36276,10370,45122,35074,10048
24/01/2020,51334,37794,11279,46944,36229,10715
25/01/2020,17734,12927,3836,15905,12248,3657
26/01/2020,36121,24427,9172,30848,22604,8244
27/01/2020,46534,34691,10257,43595,33687,9908
28/01/2020,48816,36473,10694,45690,35355,10335
29/01/2020,47386,35316,10476,44426,34291,10135
30/01/2020,45603,34087,9980,42638,33012,9626
31/01/2020,47284,35088,10375,43788,33857,9931
01/02/2020,35542,24523,8754,30825,22829,7996
02/02/2020,28593,19653,7032,24792,18316,6476
03/02/2020,53522,38577,12523,48840,37046,11794
04/02/2020,52478,38426,11910,48424,37020,11404
05/02/2020,50544,37651,11138,47220,36446,10774
06/02/2020,32156,24335,6852,30339,23663,6676
07/02/2020,32643,25000,6486,30391,24097,6294
08/02/2020,32783,22757,7828,28300,21119,7181
09/02/2020,32635,22172,8129,27936,20574,7362
10/02/2020,26732,20119,5689,25081,19570,5511
11/02/2020,37789,28264,8191,35445,27466,7979
12/02/2020,49336,36518,10943,45980,35427,10553
13/02/2020,37413,28366,7908,35327,27620,7707
14/02/2020,36921,27937,7703,34526,27101,7425
15/02/2020,21598,15301,5087,18984,14282,4702
16/02/2020,27276,18789,6428,22947,17264,5683
17/02/2020,40946,27921,9903,34426,25694,8732
18/02/2020,44104,32956,9444,40995,31941,9054
19/02/2020,49313,36487,10694,45424,35231,10193
20/02/2020,42686,32054,9079,39767,31004,8763
21/02/2020,38686,29006,8007,35628,27927,7701
22/02/2020,39443,26589,9354,32341,24151,8190
23/02/2020,46544,29681,11925,36302,26490,9812
24/02/2020,56349,40675,12645,50699,38830,11869
25/02/2020,39568,29541,8640,37032,28641,8391
26/02/2020,45207,33984,9631,42252,32948,9304
27/02/2020,43411,32750,9073,40628,31849,8779
28/02/2020,43360,32490,9047,39944,31297,8647
29/02/2020,29252,20554,7034,25795,19239,6556
01/03/2020,31878,21935,7713,27239,20324,6915
02/03/2020,56946,41280,12905,51394,39349,12045
03/03/2020,49723,36839,10995,45970,35492,10478
04/03/2020,58670,42609,13288,53240,40757,12483
05/03/2020,58686,42388,13312,53053,40481,12572
06/03/2020,34135,25314,7335,31353,24311,7042
07/03/2020,39448,26051,9858,32311,23613,8698
08/03/2020,46994,29255,12561,35855,25760,10095
09/03/2020,68768,46638,17015,57847,43036,14811
10/03/2020,64277,45023,15693,56655,42306,14349
11/03/2020,61816,43279,15145,54328,40505,13823
12/03/2020,51332,36242,12426,45635,34149,11486
13/03/2020,43343,29234,10676,36139,26770,9369
14/03/2020,44239,26157,12303,32168,22580,9588
15/03/2020,36140,21948,9799,27040,19234,7806
16/03/2020,29481,20432,7164,25485,19001,6484
17/03/2020,24331,16656,5891,20484,15316,5168
18/03/2020,30496,19716,8157,24946,17985,6961
19/03/2020,20842,14101,5039,17269,12881,4388
20/03/2020,31327,19953,8109,24471,17844,6627
21/03/2020,31712,18262,9082,22160,15362,6798
22/03/2020,19891,12160,5532,15027,10648,4379
23/03/2020,3999,2986,799,3571,2836,735
24/03/2020,20863,13426,5336,16554,12133,4421
25/03/2020,12066,8350,2844,10272,7741,2531
26/03/2020,21996,13901,5791,17231,12481,4750
27/03/2020,26504,16144,7145,19836,14220,5616
28/03/2020,8871,5935,2182,7266,5359,1907
29/03/2020,9646,6621,2175,7802,5935,1867
30/03/2020,15041,10138,3706,12406,9208,3198
31/03/2020,14996,10006,3886,12537,9142,3395
01/04/2020,20363,12984,5513,16231,11554,4677
02/04/2020,19012,12076,5098,15066,10751,4315
03/04/2020,11309,7850,2603,9393,7071,2322
04/04/2020,28867,16910,8031,20133,14083,6050
05/04/2020,25755,14640,7463,17701,12163,5538
06/04/2020,24660,14844,7029,18388,12772,5616
07/04/2020,23646,14549,6653,18158,12744,5414
08/04/2020,20744,13153,5665,16538,11776,4762
09/04/2020,14192,9457,3632,11744,8538,3206
10/04/2020,16276,10759,4213,13216,9559,3657
11/04/2020,33142,18657,9904,22498,15163,7335
12/04/2020,31564,17227,9090,20567,14016,6551
13/04/2020,7797,5144,1720,6160,4631,1529
14/04/2020,25283,15419,6867,19270,13554,5716
15/04/2020,22188,13841,6231,17564,12316,5248
16/04/2020,19570,12376,5591,15740,11014,4726
17/04/2020,18893,12103,5180,15275,10863,4412
18/04/2020,15909,10102,4289,12393,8815,3578
19/04/2020,47049,24578,14365,28793,19186,9607
20/04/2020,21882,13613,6051,17359,12159,5200
21/04/2020,17050,11078,4591,13993,9984,4009
22/04/2020,23783,14863,6706,18729,13152,5577
23/04/2020,19125,12372,5151,15405,10962,4443
24/04/2020,12610,8722,3089,10615,7906,2709
25/04/2020,58898,30865,18215,35995,23833,12162
26/04/2020,9586,6174,2501,7588,5428,2160
27/04/2020,17795,11780,4663,14734,10655,4079
28/04/2020,39619,22762,11930,28418,19274,9144
29/04/2020,21653,13911,6078,17675,12414,5261
30/04/2020,14542,9815,3700,12169,8923,3246
01/05/2020,24945,15902,6744,19758,14051,5707
02/05/2020,72808,37039,22658,41887,27492,14395
03/05/2020,63731,31746,20052,36531,23827,12704
04/05/2020,32356,18894,9760,23931,16141,7790
05/05/2020,35078,20449,10595,26161,17793,8368
06/05/2020,17274,11245,4684,14149,10052,4097
07/05/2020,43677,24921,13491,31456,21029,10427
08/05/2020,17326,11285,4625,14062,10055,4007
09/05/2020,27747,16359,8228,20223,13823,6400
10/05/2020,54504,28560,17279,34138,22345,11793
11/05/2020,22729,14406,6347,18167,12820,5347
12/05/2020,35998,21214,11124,27143,18229,8914
13/05/2020,40592,23331,12616,29671,19825,9846
14/05/2020,41586,23877,12918,30328,20259,10069
15/05/2020,52903,29387,15915,35909,24193,11716
16/05/2020,80292,40028,25774,45419,29340,16079
17/05/2020,63553,32314,20270,37776,24556,13220
18/05/2020,39154,22901,12080,29373,19781,9592
19/05/2020,40934,24034,12453,30236,20478,9758
20/05/2020,45558,26077,14181,33398,22231,11167
21/05/2020,48560,27494,15073,34564,23070,11494
22/05/2020,47441,26824,14563,33137,22176,10961
23/05/2020,23012,14306,6230,17210,12182,5028
24/05/2020,72889,36353,23479,41530,26583,14947
25/05/2020,67876,34057,22152,40272,25658,14614
26/05/2020,53062,29700,16675,37001,24566,12435
27/05/2020,55071,30923,17318,38856,25745,13111
28/05/2020,46091,26706,14332,34369,22885,11484
29/05/2020,53356,30752,16086,38294,25764,12530
30/05/2020,87081,44459,27477,51579,33441,18138
31/05/2020,80706,41550,25401,48208,31378,16830
01/06/2020,52926,30360,15778,37292,25066,12226
02/06/2020,46471,26450,14131,33307,22243,11064
03/06/2020,28766,16950,8965,22288,14832,7456
04/06/2020,39659,22584,12717,29140,19151,9989
05/06/2020,33064,19714,10221,25637,17214,8423
06/06/2020,56263,29156,18451,35429,22643,12786
07/06/2020,80441,41115,26201,49268,31489,17779
08/06/2020,60847,34606,18951,43211,28682,14529
09/06/2020,61666,34907,18999,43135,28835,14300
10/06/2020,63108,35389,19603,44081,29309,14772
11/06/2020,43845,26557,12969,33397,22763,10634
12/06/2020,72497,40000,22502,49090,32638,16452
13/06/2020,89690,44623,29089,52017,33330,18687
14/06/2020,79731,39758,25806,46942,30292,16650
15/06/2020,57555,32870,17819,41279,27628,13651
16/06/2020,65295,37284,20267,46249,30846,15403
17/06/2020,63989,36339,20054,45690,30307,15383
18/06/2020,62094,35355,19342,44353,29541,14812
19/06/2020,79280,42775,25339,52478,34321,18157
20/06/2020,80792,41849,25519,48678,31688,16990
21/06/2020,72206,37360,22899,43658,28387,15271
22/06/2020,59788,34892,18196,43172,29154,14018
23/06/2020,67299,38943,20743,47957,32192,15765
24/06/2020,66784,38672,20512,47921,32197,15724
25/06/2020,69578,40117,21351,49573,33284,16289
26/06/2020,73638,41595,22264,51000,34128,16872
27/06/2020,59221,32689,17908,39569,26356,13213
28/06/2020,69104,37179,21715,44295,29017,15278
29/06/2020,61574,36018,18578,44921,30355,14566
30/06/2020,65102,38515,19472,48297,32790,15507
01/07/2020,63406,37611,18782,46954,31941,15013
02/07/2020,73394,42178,22063,51696,34809,16887
03/07/2020,59329,32796,18432,40819,26792,14027
04/07/2020,70988,36998,22133,42714,27845,14869
05/07/2020,64523,34659,19755,40613,26836,13777
06/07/2020,45976,27916,13224,34709,23957,10752
07/07/2020,67810,40193,20342,50471,34171,16300
08/07/2020,63321,37589,19014,47736,32356,15380
09/07/2020,76374,44422,23015,55380,37308,18072
10/07/2020,22777,14726,6034,18115,12901,5214
11/07/2020,66573,36936,20620,45771,30115,15656
12/07/2020,84290,44135,26847,53349,34404,18945
13/07/2020,69017,40075,21093,50882,34094,16788
14/07/2020,76968,44671,23568,56410,37877,18533
15/07/2020,78340,45167,24319,57348,38235,19113
16/07/2020,79248,45614,24275,57482,38433,19049
17/07/2020,69834,40271,20651,51161,34436,16725
18/07/2020,80408,41880,24462,52047,33894,18153
19/07/2020,66789,35770,20486,43810,28841,14969
20/07/2020,58285,34577,17243,44409,30331,14078
21/07/2020,70557,41684,21190,53326,36217,17109
22/07/2020,51988,31476,15358,40579,27740,12839
23/07/2020,65592,38820,19327,50818,34511,16307
24/07/2020,66790,39118,19294,49664,33832,15832
25/07/2020,87636,45609,26753,55783,36352,19431
26/07/2020,72734,38861,21960,47714,31469,16245
27/07/2020,62474,37013,18395,47298,32197,15101
28/07/2020,70368,41435,20667,52535,35673,16862
29/07/2020,77064,44766,22810,56619,38277,18342
30/07/2020,72109,42410,20772,54547,37247,17300
31/07/2020,70846,40489,20493,51655,34883,16772
01/08/2020,89044,47389,27413,56079,36841,19238
02/08/2020,70067,38475,21043,46235,30861,15374
03/08/2020,67219,39890,19944,50125,33996,16129
04/08/2020,44588,27864,12314,34423,24212,10211
05/08/2020,81812,47930,24408,59659,40507,19152
06/08/2020,79130,46299,23677,57848,39170,18678
07/08/2020,59956,35677,16925,43925,30386,13539
08/08/2020,90237,48294,27423,56898,37544,19354
09/08/2020,82767,43974,25410,52247,34322,17925
10/08/2020,68992,40653,20615,51223,34714,16509
11/08/2020,75292,44146,22197,55008,37463,17545
12/08/2020,66069,39717,19146,49999,34271,15728
13/08/2020,62427,37954,17701,47204,32673,14531
14/08/2020,83758,47940,24664,59208,40035,19173
15/08/2020,92784,49162,28300,57519,37752,19767
16/08/2020,38651,22957,10093,26624,18765,7859
17/08/2020,70358,41717,20787,52167,35577,16590
18/08/2020,81799,47362,24294,59365,40285,19080
19/08/2020,71467,42270,20830,53366,36454,16912
20/08/2020,81247,45813,23860,57642,38736,18906
21/08/2020,84814,48185,25402,60004,40236,19768
22/08/2020,87086,46080,26549,54438,35682,18756
23/08/2020,81801,43519,25270,52363,34286,18077
24/08/2020,71136,41943,21089,53152,36021,17131
25/08/2020,72067,43009,20795,54325,37253,17072
26/08/2020,88080,51197,26590,65348,43802,21546
27/08/2020,69313,41715,20066,52698,36161,16537
28/08/2020,78167,45979,22618,56982,38834,18148
29/08/2020,71287,39945,20749,48267,32346,15921
30/08/2020,92434,48840,28372,58416,38189,20227
31/08/2020,75665,44877,22258,57009,38727,18282
01/09/2020,76674,45339,22697,57816,39209,18607
02/09/2020,69998,42092,20163,53383,36605,16778
03/09/2020,71317,42424,21143,54352,36820,17532
04/09/2020,85339,48590,25656,60802,40617,20185
05/09/2020,89572,47022,28177,55357,35898,19459
06/09/2020,83006,43151,25833,48900,31907,16993
07/09/2020,83897,44952,26275,52438,34477,17961
08/09/2020,79236,47245,23585,59795,40638,19157
09/09/2020,84416,50097,25336,64528,43529,20999
10/09/2020,52907,32927,14694,41385,29001,12384
11/09/2020,94644,55323,28253,69019,46588,22431
12/09/2020,101462,54312,31654,64661,42298,22363
13/09/2020,84682,45930,26228,55738,36682,19056
14/09/2020,79263,47537,23585,60477,41193,19284
15/09/2020,84118,50580,25189,64470,43795,20675
16/09/2020,86977,52136,25551,66586,45243,21343
17/09/2020,87490,52495,25670,66525,45443,21082
18/09/2020,89018,52467,26229,65618,44382,21236
19/09/2020,89985,48400,27989,57345,37555,19790
20/09/2020,77666,41928,24078,50699,33310,17389
21/09/2020,72111,43929,20990,55560,38088,17472
22/09/2020,82861,49953,24636,63631,43208,20423
23/09/2020,90600,53933,27032,68520,46379,22141
24/09/2020,86938,51845,25786,65824,44600,21224
25/09/2020,93712,54819,27561,67887,45844,22043
26/09/2020,99262,53538,30406,62264,40864,21400
27/09/2020,87411,47075,27225,56384,36865,19519
28/09/2020,78056,46586,22937,58606,39867,18739
29/09/2020,59816,37579,16922,48016,33396,14620
30/09/2020,85791,51845,24963,65609,44887,20722
01/10/2020,89718,53881,26270,68436,46542,21894
02/10/2020,81001,48661,22990,60188,41378,18810
03/10/2020,95562,51526,29011,61065,40120,20945
04/10/2020,80662,43251,25169,52836,34482,18354
05/10/2020,75795,45784,22024,58037,39622,18415
06/10/2020,85634,51458,25048,65821,44816,21005
07/10/2020,81263,49272,23337,62687,43103,19584
08/10/2020,83990,50574,24214,64407,44121,20286
09/10/2020,87644,51830,25674,64879,43977,20902
10/10/2020,93919,50774,28364,59472,39302,20170
11/10/2020,75426,41611,22733,49746,33169,16577
12/10/2020,16405,11376,3676,13522,10213,3309
13/10/2020,51885,33463,13976,42348,29906,12442
14/10/2020,88404,53189,26222,68674,46578,22096
15/10/2020,91295,55185,26797,69943,47730,22213
16/10/2020,30689,20435,7713,25032,18155,6877
17/10/2020,88338,48381,27180,58909,38696,20213
18/10/2020,76910,42290,23848,52204,34332,17872
19/10/2020,73336,44925,21472,57872,39645,18227
20/10/2020,76195,46754,22156,60147,41197,18950
21/10/2020,84145,51424,24510,65938,45185,20753
22/10/2020,83848,51157,24484,65407,44744,20663
23/10/2020,86939,52615,24571,65473,45130,20343
24/10/2020,90596,50476,26789,60310,40181,20129
25/10/2020,61869,35336,18522,43554,29151,14403
26/10/2020,51135,33395,13730,42077,29916,12161
27/10/2020,78030,48558,22521,62592,43199,19393
28/10/2020,62847,39678,17446,50413,35156,15257
29/10/2020,19072,13001,4476,15951,11804,4147
30/10/2020,39546,26002,10080,32065,23204,8861
31/10/2020,66771,38914,19835,48511,32559,15952
01/11/2020,32600,20316,8776,24983,17594,7389
02/11/2020,50610,33191,13729,42617,30237,12380
03/11/2020,62112,39296,17560,50717,35342,15375
04/11/2020,65204,40467,18986,52695,36067,16628
05/11/2020,74725,46121,21717,59448,40708,18740
06/11/2020,82142,49685,23759,62797,42887,19910
07/11/2020,98467,53712,29597,64014,42402,21612
08/11/2020,86147,46483,26543,56434,37179,19255
09/11/2020,75799,45968,22631,59311,40238,19073
10/11/2020,84365,51036,25004,65969,44883,21086
11/11/2020,46257,29395,13004,37597,26209,11388
12/11/2020,40704,26855,10525,33635,24226,9409
13/11/2020,48657,31622,12601,39011,28037,10974
14/11/2020,75263,42608,22551,52421,34926,17495
15/11/2020,51003,30005,15093,37721,25503,12218
16/11/2020,57607,36638,16293,47336,33054,14282
17/11/2020,54480,35250,15247,45760,32074,13686
18/11/2020,44054,28892,12122,37907,26758,11149
19/11/2020,51425,33259,14163,43268,30460,12808
20/11/2020,68483,42088,19573,53998,37186,16812
21/11/2020,75233,42488,22428,52338,34928,17410
22/11/2020,46012,27160,13436,34612,23434,11178
23/11/2020,42599,27763,11481,35522,25247,10275
24/11/2020,53102,33991,14814,44020,30783,13237
25/11/2020,56843,35996,15696,45978,32122,13856
26/11/2020,30687,18479,8115,22143,15509,6634
27/11/2020,53108,31414,14915,38065,26096,11969
28/11/2020,53202,31014,15523,37987,25634,12353
29/11/2020,52557,30502,15631,38480,25908,12572
30/11/2020,23257,16161,5486,19894,14838,5056
01/12/2020,53067,34398,14646,44641,31444,13197
02/12/2020,47330,31020,12732,40345,28723,11622
03/12/2020,53146,34069,14619,44372,31215,13157
04/12/2020,40441,26453,10687,33877,24153,9724
05/12/2020,31809,20132,8323,25018,17733,7285
06/12/2020,40743,24498,11737,31739,21693,10046
07/12/2020,41591,27472,11313,35970,25518,10452
08/12/2020,41083,27420,11089,35834,25586,10248
09/12/2020,37053,24832,9828,32462,23261,9201
10/12/2020,51890,33896,14104,43878,31080,12798
11/12/2020,59906,37958,16508,48570,33949,14621
12/12/2020,53499,32278,14804,40249,27848,12401
13/12/2020,61081,35111,17984,44446,29953,14493
14/12/2020,25786,17598,6429,22366,16397,5969
15/12/2020,44793,29349,12389,38682,27336,11346
16/12/2020,26329,17736,7012,23326,16759,6567
17/12/2020,179,138,23,140,120,20
18/12/2020,14964,10744,3227,13030,10026,3004
19/12/2020,16738,11421,3941,13996,10414,3582
20/12/2020,16340,11131,3858,13780,10238,3542
21/12/2020,31415,21517,7685,27306,20139,7167
22/12/2020,37256,25218,9400,32112,23426,8686
23/12/2020,40454,26655,10532,34374,24661,9713
24/12/2020,32606,21317,8166,27014,19530,7484
25/12/2020,11850,7528,2856,9107,6624,2483
26/12/2020,19791,12804,5086,15987,11466,4521
27/12/2020,23764,14640,6550,18826,13125,5701
28/12/2020,38784,24509,10349,31425,22236,9189
29/12/2020,33202,21668,8624,27902,20021,7881
30/12/2020,35705,23208,9441,30097,21454,8643
31/12/2020,26334,17057,6674,21623,15567,6056
01/01/2021,18790,11401,5034,14533,10174,4359
02/01/2021,41195,24079,11694,31192,21311,9881
03/01/2021,14578,9664,3458,12060,8912,3148
04/01/2021,36745,24391,9549,31637,22818,8819
05/01/2021,38525,25498,10191,33352,23924,9428
06/01/2021,37929,25054,10186,32934,23492,9442
07/01/2021,37971,25341,10031,33020,23748,9272
08/01/2021,37138,24562,9793,32000,22924,9076
09/01/2021,34643,21571,9721,28248,19623,8625
10/01/2021,35366,21647,10028,28460,19644,8816
11/01/2021,36106,24225,9470,31844,22947,8897
12/01/2021,42298,28126,11296,36889,26445,10444
13/01/2021,42522,28328,11126,36908,26566,10342
14/01/2021,47832,31389,12735,40886,29222,11664
15/01/2021,40508,26716,10598,34648,24848,9800
16/01/2021,41189,25163,11365,32112,22410,9702
17/01/2021,38831,23079,11041,29637,20315,9322
18/01/2021,42740,26800,11674,34634,24373,10261
19/01/2021,40592,26969,10748,35252,25205,10047
20/01/2021,36251,24478,9350,31733,22945,8788
21/01/2021,40897,27203,10720,35340,25390,9950
22/01/2021,44037,28840,11679,37327,26613,10714
23/01/2021,32137,20552,8433,26174,18706,7468
24/01/2021,27353,17730,7014,22507,16184,6323
25/01/2021,36060,24279,9373,31474,22737,8737
26/01/2021,27375,18972,6686,24377,17982,6395
27/01/2021,38982,26277,10134,34260,24742,9518
28/01/2021,34137,23178,8874,30296,21951,8345
29/01/2021,23566,16602,5525,20916,15681,5235
30/01/2021,27330,17908,6895,22650,16410,6240
31/01/2021,21723,14587,5429,18575,13577,4998
01/02/2021,249,,,,,
03/02/2021,6488,,,,,
04/02/2021,18792,,,,,
05/02/2021,24378,,,,,
06/02/2021,31236,,,,,
07/02/2021,8308,,,,,
08/02/2021,18534,,,,,
09/02/2021,22482,,,,,
10/02/2021,28232,,,,,
11/02/2021,22979,,,,,
12/02/2021,26009,,,,,
13/02/2021,23084,,,,,
14/02/2021,23441,,,,,
15/02/2021,23404,,,,,
16/02/2021,31048,,,,,
17/02/2021,30902,,,,,
18/02/2021,7630,,,,,
19/02/2021,12061,,,,,
20/02/2021,24992,,,,,
21/02/2021,26475,,,,,
22/02/2021,19553,,,,,
23/02/2021,33534,,,,,
24/02/2021,46049,,,,,
25/02/2021,43427,,,,,
26/02/2021,44560,,,,,
27/02/2021,30815,,,,,
28/02/2021,21321,,,,,
01/03/2021,34575,,,,,
02/03/2021,32100,,,,,
03/03/2021,50122,,,,,
04/03/2021,40247,,,,,
05/03/2021,36338,,,,,
06/03/2021,33478,,,,,
07/03/2021,35352,,,,,
08/03/2021,38478,,,,,
09/03/2021,60231,,,,,
10/03/2021,54876,,,,,
11/03/2021,68394,,,,,
12/03/2021,69490,,,,,
13/03/2021,53517,,,,,
14/03/2021,43533,,,,,
15/03/2021,34394,,,,,
16/03/2021,38031,,,,,
17/03/2021,47314,,,,,
18/03/2021,22554,,,,,
19/03/2021,43779,,,,,
20/03/2021,65050,,,,,
21/03/2021,68873,,,,,
22/03/2021,56194,,,,,
23/03/2021,61564,,,,,
24/03/2021,32777,,,,,
25/03/2021,64657,,,,,
26/03/2021,71615,,,,,
27/03/2021,84712,,,,,
28/03/2021,25256,,,,,
29/03/2021,52598,,,,,
30/03/2021,65613,,,,,
31/03/2021,45382,,,,,
01/04/2021,45527,,,,,
02/04/2021,42831,,,,,
03/04/2021,61218,,,,,
04/04/2021,63335,,,,,
05/04/2021,68141,,,,,
06/04/2021,76225,,,,,
07/04/2021,77680,,,,,
08/04/2021,81552,,,,,
09/04/2021,68187,,,,,
10/04/2021,87596,,,,,
11/04/2021,20135,,,,,
12/04/2021,33647,,,,,
13/04/2021,78682,,,,,
14/04/2021,80113,,,,,
15/04/2021,33032,,,,,
16/04/2021,59414,,,,,
17/04/2021,77508,,,,,
18/04/2021,80652,,,,,
19/04/2021,73000,,,,,
20/04/2021,96136,,,,,
21/04/2021,61764,,,,,
22/04/2021,57101,,,,,
23/04/2021,82793,,,,,
24/04/2021,104081,,,,,
25/04/2021,58487,,,,,
26/04/2021,71658,,,,,
27/04/2021,79576,,,,,
28/04/2021,96329,,,,,
29/04/2021,70576,,,,,
30/04/2021,80693,,,,,
01/05/2021,92840,,,,,
02/05/2021,93982,,,,,
03/05/2021,60831,,,,,
04/05/2021,87014,,,,,
05/05/2021,49749,,,,,
06/05/2021,93267,,,,,
07/05/2021,91204,,,,,
08/05/2021,59759,,,,,
09/05/2021,53317,,,,,
10/05/2021,71172,,,,,
11/05/2021,89079,,,,,
12/05/2021,94864,,,,,
13/05/2021,100737,,,,,
14/05/2021,107380,,,,,
15/05/2021,118947,,,,,
16/05/2021,97138,,,,,
17/05/2021,95272,,,,,
18/05/2021,105861,,,,,
19/05/2021,109860,,,,,
20/05/2021,108242,,,,,
21/05/2021,112908,,,,,
22/05/2021,116548,,,,,
23/05/2021,107595,,,,,
24/05/2021,89255,,,,,
25/05/2021,107021,,,,,
26/05/2021,97890,,,,,
27/05/2021,112627,,,,,
28/05/2021,62800,,,,,
29/05/2021,30059,,,,,
30/05/2021,17684,,,,,
31/05/2021,89263,,,,,
01/06/2021,99568,,,,,
02/06/2021,106586,,,,,
03/06/2021,70042,,,,,
04/06/2021,86676,,,,,
05/06/2021,121369,,,,,
06/06/2021,106212,,,,,
07/06/2021,98136,,,,,
08/06/2021,74849,,,,,
09/06/2021,112208,,,,,
10/06/2021,121438,,,,,
11/06/2021,108153,,,,,
12/06/2021,117012,,,,,
13/06/2021,102575,,,,,
14/06/2021,84523,,,,,
15/06/2021,119217,,,,,
16/06/2021,122265,,,,,
17/06/2021,121535,,,,,
18/06/2021,123246,,,,,
19/06/2021,107542,,,,,
20/06/2021,107533,,,,,
21/06/2021,101975,,,,,
22/06/2021,75593,,,,,
23/06/2021,123492,,,,,
24/06/2021,120780,,,,,
25/06/2021,116688,,,,,
26/06/2021,119093,,,,,
27/06/2021,110160,,,,,
28/06/2021,98754,,,,,
29/06/2021,103426,,,,,
30/06/2021,96871,,,,,
01/07/2021,68029,,,,,
02/07/2021,78211,,,,,
03/07/2021,68499,,,,,
04/07/2021,101570,,,,,
05/07/2021,97858,,,,,
06/07/2021,77404,,,,,
07/07/2021,102953,,,,,
08/07/2021,74952,,,,,
09/07/2021,86377,,,,,
10/07/2021,109400,,,,,
11/07/2021,103479,,,,,
12/07/2021,87989,,,,,
13/07/2021,105508,,,,,
14/07/2021,110453,,,,,
15/07/2021,112482,,,,,
16/07/2021,108273,,,,,
17/07/2021,82393,,,,,
18/07/2021,99910,,,,,
19/07/2021,102765,,,,,
20/07/2021,111603,,,,,
21/07/2021,108755,,,,,
22/07/2021,118482,,,,,
23/07/2021,112617,,,,,
24/07/2021,125233,,,,,
25/07/2021,98055,,,,,
26/07/2021,98830,,,,,
27/07/2021,106208,,,,,
28/07/2021,112492,,,,,
29/07/2021,76088,,,,,
30/07/2021,115766,,,,,
31/07/2021,121903,,,,,
01/08/2021,94660,,,,,
02/08/2021,103217,,,,,
03/08/2021,108958,,,,,
04/08/2021,109230,,,,,
05/08/2021,109449,,,,,
06/08/2021,109426,,,,,
07/08/2021,115257,,,,,
08/08/2021,75455,,,,,
09/08/2021,96503,,,,,
10/08/2021,92678,,,,,
11/08/2021,97923,,,,,
12/08/2021,99787,,,,,
13/08/2021,98715,,,,,
14/08/2021,111781,,,,,
15/08/2021,108602,,,,,
16/08/2021,102320,,,,,
17/08/2021,107423,,,,,
18/08/2021,106527,,,,,
19/08/2021,104846,,,,,
20/08/2021,102337,,,,,
21/08/2021,96370,,,,,
22/08/2021,15852,,,,,
23/08/2021,76853,,,,,
24/08/2021,109279,,,,,
25/08/2021,106712,,,,,
26/08/2021,103683,,,,,
27/08/2021,88698,,,,,
28/08/2021,104332,,,,,
29/08/2021,102469,,,,,
30/08/2021,101166,,,,,
31/08/2021,111970,,,,,
01/09/2021,50782,,,,,
02/09/2021,126450,,,,,
03/09/2021,115060,,,,,
04/09/2021,109096,,,,,
05/09/2021,87491,,,,,
06/09/2021,106319,,,,,
07/09/2021,106915,,,,,
08/09/2021,113132,,,,,
09/09/2021,77648,,,,,
10/09/2021,126605,,,,,
11/09/2021,133564,,,,,
12/09/2021,117208,,,,,
13/09/2021,105983,,,,,
14/09/2021,118471,,,,,
15/09/2021,118359,,,,,
16/09/2021,109630,,,,,
17/09/2021,111908,,,,,
18/09/2021,124633,,,,,
