date,original_tripc,original_male,original_female,filtered_tripc,filtered_male,filtered_female
01/06/2013,8722,3917,1215,5132,3917,1215
02/06/2013,15971,3954,1276,5230,3954,1276
03/06/2013,7598,3717,893,4610,3717,893
04/06/2013,15782,7013,1796,8809,7013,1796
05/06/2013,15690,6836,1783,8619,6836,1783
06/06/2013,12420,5493,1403,6896,5493,1403
07/06/2013,1226,768,123,891,768,123
08/06/2013,18007,4987,1524,6511,4987,1524
09/06/2013,21034,4640,1532,6172,4640,1532
10/06/2013,3897,2159,445,2604,2159,445
11/06/2013,12596,6529,1642,8171,6529,1642
12/06/2013,16795,7744,2096,9840,7744,2096
13/06/2013,8016,4443,986,5429,4443,986
14/06/2013,14942,7124,1806,8930,7124,1806
15/06/2013,25178,6417,2158,8575,6417,2158
16/06/2013,21966,6065,1926,7991,6065,1926
17/06/2013,19659,9169,2489,11658,9169,2489
18/06/2013,13724,7072,1673,8745,7072,1673
19/06/2013,24142,12141,3195,15336,12141,3195
20/06/2013,26603,13978,3539,17517,13978,3539
21/06/2013,27997,14194,3644,17838,14194,3644
22/06/2013,29281,9976,3299,13275,9976,3299
23/06/2013,28065,10154,3345,13499,10154,3345
24/06/2013,24251,13921,3673,17594,13921,3673
25/06/2013,27827,16717,4417,21134,16717,4417
26/06/2013,29499,17902,4871,22773,17902,4871
27/06/2013,24334,15341,3998,19339,15341,3998
28/06/2013,27818,17122,4550,21672,17122,4550
29/06/2013,29753,13122,4396,17518,13122,4396
30/06/2013,24909,10877,3770,14647,10877,3770
01/07/2013,16650,11095,2821,13916,11095,2821
02/07/2013,22745,14645,4029,18672,14643,4029
03/07/2013,21864,13967,3746,17710,13964,3746
04/07/2013,22326,8419,3135,11553,8418,3135
05/07/2013,21842,10431,3234,13665,10431,3234
06/07/2013,20467,8560,2943,11503,8560,2943
07/07/2013,20477,9411,3200,12610,9410,3200
08/07/2013,21615,13663,3834,17497,13663,3834
09/07/2013,26641,17471,4881,22352,17471,4881
10/07/2013,25732,16880,4831,21707,16876,4831
11/07/2013,24417,16072,4656,20728,16072,4656
12/07/2013,19006,12980,3265,16245,12980,3265
13/07/2013,26119,13231,5009,18240,13231,5009
14/07/2013,29287,14083,5341,19424,14083,5341
15/07/2013,28069,18418,5359,23777,18418,5359
16/07/2013,29842,19989,5892,25881,19989,5892
17/07/2013,30550,20361,6062,26423,20361,6062
18/07/2013,28869,19542,5747,25289,19542,5747
19/07/2013,26591,17800,5037,22837,17800,5037
20/07/2013,25278,12959,4747,17706,12959,4747
21/07/2013,30297,14862,5705,20565,14860,5705
22/07/2013,25979,17345,5075,22420,17345,5075
23/07/2013,32376,21881,6501,28382,21881,6501
24/07/2013,35271,23414,7140,30554,23414,7140
25/07/2013,31084,21471,5956,27427,21471,5956
26/07/2013,34534,22422,6620,29042,22422,6620
27/07/2013,32470,15493,6004,21497,15493,6004
28/07/2013,23508,12117,4519,16627,12108,4519
29/07/2013,34915,22761,6917,29676,22759,6917
30/07/2013,37334,24775,7463,32238,24775,7463
31/07/2013,37261,24961,7337,32296,24960,7336
01/08/2013,20138,14789,3757,18546,14789,3757
02/08/2013,35792,23092,6926,30018,23092,6926
03/08/2013,29540,14890,5621,20503,14882,5621
04/08/2013,35253,16341,6669,23010,16341,6669
05/08/2013,36776,23430,7238,30668,23430,7238
06/08/2013,37702,24644,7688,32332,24644,7688
07/08/2013,34396,23239,6934,30173,23239,6934
08/08/2013,28366,19609,5527,25136,19609,5527
09/08/2013,29017,19587,5718,25305,19587,5718
10/08/2013,37201,16699,6854,23553,16699,6854
11/08/2013,33060,15602,6217,21819,15602,6217
12/08/2013,31457,20809,6191,27000,20809,6191
13/08/2013,22437,15680,4369,20049,15680,4369
14/08/2013,38150,25489,7709,33198,25489,7709
15/08/2013,37386,25071,7400,32470,25070,7400
16/08/2013,35991,23273,7231,30504,23273,7231
17/08/2013,37285,16792,6946,23738,16792,6946
18/08/2013,27612,14339,5602,19941,14339,5602
19/08/2013,33127,22044,6528,28572,22044,6528
20/08/2013,35843,24056,7367,31423,24056,7367
21/08/2013,36315,24761,7444,32204,24760,7444
22/08/2013,26629,18866,5384,24250,18866,5384
23/08/2013,33503,21771,6751,28522,21771,6751
24/08/2013,32941,16610,6495,23104,16609,6495
25/08/2013,31755,15653,6513,22165,15652,6513
26/08/2013,29979,20234,6218,26452,20234,6218
27/08/2013,34208,23272,7276,30548,23272,7276
28/08/2013,28185,19704,5951,25655,19704,5951
29/08/2013,34215,23185,7068,30253,23185,7068
30/08/2013,32318,21036,6473,27509,21036,6473
31/08/2013,25381,12347,4883,17230,12347,4883
01/09/2013,25235,11439,4584,16023,11439,4584
02/09/2013,21416,11348,4371,15719,11348,4371
03/09/2013,32411,22337,6751,29088,22337,6751
04/09/2013,36798,25167,7739,32906,25167,7739
05/09/2013,35825,24365,7350,31715,24365,7350
06/09/2013,35868,24271,7261,31532,24271,7261
07/09/2013,34419,18223,7318,25541,18223,7318
08/09/2013,33196,17944,7195,25139,17944,7195
09/09/2013,35394,24458,7394,31852,24458,7394
10/09/2013,36954,25691,7951,33642,25691,7951
11/09/2013,35812,24753,7713,32466,24753,7713
12/09/2013,31252,22224,6437,28661,22224,6437
13/09/2013,36501,25427,7405,32832,25427,7405
14/09/2013,31607,16926,6878,23802,16924,6878
15/09/2013,31914,17138,7172,24310,17138,7172
16/09/2013,31287,22147,6519,28666,22147,6519
17/09/2013,38283,26995,8142,35137,26995,8142
18/09/2013,37957,26621,8085,34706,26621,8085
19/09/2013,39200,27107,8432,35539,27107,8432
20/09/2013,39382,26776,8272,35048,26776,8272
21/09/2013,31826,17563,6884,24447,17563,6884
22/09/2013,29758,16494,6773,23267,16494,6773
23/09/2013,35152,24508,7458,31966,24508,7458
24/09/2013,38417,27024,8104,35128,27024,8104
25/09/2013,38223,26810,8310,35120,26810,8310
26/09/2013,38189,26968,8171,35139,26968,8171
27/09/2013,37412,25939,7803,33742,25939,7803
28/09/2013,34931,19106,7736,26842,19106,7736
29/09/2013,32592,18081,7271,25352,18081,7271
30/09/2013,37148,25882,7921,33803,25882,7921
01/10/2013,40575,28517,8822,37339,28517,8822
02/10/2013,41383,28965,9020,37985,28965,9020
03/10/2013,40456,28281,8699,36980,28281,8699
04/10/2013,40195,27590,8595,36185,27590,8595
05/10/2013,34181,19052,7534,26586,19052,7534
06/10/2013,26574,16052,6188,22240,16052,6188
07/10/2013,25016,18345,5241,23586,18345,5241
08/10/2013,38365,27202,8295,35497,27202,8295
09/10/2013,36969,26668,8002,34670,26668,8002
10/10/2013,31171,23151,6328,29479,23151,6328
11/10/2013,33357,24136,6963,31099,24136,6963
12/10/2013,32457,18520,7307,25827,18520,7307
13/10/2013,28832,16528,6483,23011,16528,6483
14/10/2013,33018,22338,7070,29408,22338,7070
15/10/2013,37534,26706,8193,34899,26706,8193
16/10/2013,36911,26381,8065,34446,26381,8065
17/10/2013,36888,26603,7878,34481,26603,7878
18/10/2013,38122,26699,8017,34716,26699,8017
19/10/2013,29548,17445,6714,24158,17444,6714
20/10/2013,29256,16855,6791,23646,16855,6791
21/10/2013,35012,24596,7608,32204,24596,7608
22/10/2013,36338,26172,7855,34027,26172,7855
23/10/2013,32365,24068,6920,30988,24068,6920
24/10/2013,32251,23875,6892,30767,23875,6892
25/10/2013,30979,22707,6484,29191,22707,6484
26/10/2013,24569,15629,5692,21321,15629,5692
27/10/2013,23965,14766,5714,20480,14766,5714
28/10/2013,31498,22821,6899,29720,22821,6899
29/10/2013,33414,24458,7303,31761,24458,7303
30/10/2013,35069,25892,7704,33596,25892,7704
31/10/2013,31444,23275,6645,29920,23275,6645
01/11/2013,30384,22031,6169,28200,22031,6169
02/11/2013,31013,17890,7052,24942,17890,7052
03/11/2013,20798,13507,4834,18341,13507,4834
04/11/2013,27142,19871,5692,25563,19871,5692
05/11/2013,31493,23182,6672,29854,23182,6672
06/11/2013,34826,25386,7488,32874,25386,7488
07/11/2013,25719,19805,5187,24992,19805,5187
08/11/2013,28686,21364,5963,27327,21364,5963
09/11/2013,21734,14085,5060,19145,14085,5060
10/11/2013,19712,12738,4530,17268,12738,4530
11/11/2013,27295,20156,5675,25831,20156,5675
12/11/2013,19925,15539,3907,19446,15539,3907
13/11/2013,23633,18149,4960,23109,18149,4960
14/11/2013,27040,20527,5772,26299,20527,5772
15/11/2013,29051,21543,6068,27611,21543,6068
16/11/2013,25194,15413,5791,21203,15412,5791
17/11/2013,17995,11982,4008,15990,11982,4008
18/11/2013,30615,22422,6743,29165,22422,6743
19/11/2013,27417,20812,5826,26638,20812,5826
20/11/2013,26229,19982,5560,25542,19982,5560
21/11/2013,28752,21791,6020,27811,21791,6020
22/11/2013,25448,19333,5204,24537,19333,5204
23/11/2013,18996,12658,4471,17129,12658,4471
24/11/2013,9392,6864,2144,9008,6864,2144
25/11/2013,19116,14856,3881,18737,14856,3881
26/11/2013,14999,11691,3000,14691,11691,3000
27/11/2013,7976,6390,1430,7820,6390,1430
28/11/2013,5204,3509,1137,4646,3509,1137
29/11/2013,10127,7275,1943,9218,7275,1943
30/11/2013,9863,6635,2184,8819,6635,2184
01/12/2013,13326,9097,3102,12199,9097,3102
02/12/2013,24576,18745,5147,23892,18745,5147
03/12/2013,27431,20832,5923,26755,20832,5923
04/12/2013,28199,21374,6045,27419,21374,6045
05/12/2013,26988,20517,5612,26129,20517,5612
06/12/2013,10736,8519,1984,10503,8519,1984
07/12/2013,15545,10829,3661,14490,10829,3661
08/12/2013,10090,7261,2369,9630,7261,2369
09/12/2013,14824,11685,2862,14547,11685,2862
10/12/2013,12850,10416,2259,12675,10416,2259
11/12/2013,18766,14776,3703,18479,14776,3703
12/12/2013,17214,13659,3323,16982,13659,3323
13/12/2013,17888,14055,3439,17494,14055,3439
14/12/2013,3701,2943,652,3595,2943,652
15/12/2013,7462,5660,1629,7288,5659,1629
16/12/2013,15562,12485,2843,15328,12485,2843
17/12/2013,7863,6501,1281,7782,6501,1281
18/12/2013,14924,12061,2626,14687,12061,2626
19/12/2013,18766,14888,3518,18406,14888,3518
20/12/2013,22066,17138,4100,21238,17138,4100
21/12/2013,17940,11826,3966,15792,11826,3966
22/12/2013,15063,9974,3269,13243,9974,3269
23/12/2013,6956,5527,1184,6711,5527,1184
24/12/2013,11025,8352,2191,10543,8352,2191
25/12/2013,3260,2217,623,2840,2217,623
26/12/2013,9763,7494,1853,9347,7494,1853
27/12/2013,11720,8757,2188,10945,8757,2188
28/12/2013,12022,7489,2419,9908,7489,2419
29/12/2013,3775,2785,711,3496,2785,711
30/12/2013,13241,9903,2459,12362,9903,2459
31/12/2013,10424,7822,2044,9866,7822,2044
01/01/2014,6059,4217,1190,5407,4217,1190
02/01/2014,8600,6906,1513,8419,6906,1513
03/01/2014,1144,986,137,1123,986,137
04/01/2014,2292,1820,443,2263,1820,443
05/01/2014,2678,2198,445,2643,2198,445
06/01/2014,9510,7774,1634,9408,7774,1634
07/01/2014,6267,5288,951,6239,5288,951
08/01/2014,9246,7589,1600,9189,7589,1600
09/01/2014,13354,10763,2428,13191,10763,2428
10/01/2014,9847,8039,1679,9718,8039,1679
11/01/2014,7695,5863,1638,7501,5863,1638
12/01/2014,12515,8768,2970,11738,8768,2970
13/01/2014,20633,15957,4088,20045,15957,4088
14/01/2014,9999,8068,1774,9842,8068,1774
15/01/2014,21630,16720,4324,21044,16720,4324
16/01/2014,19953,15615,3866,19481,15615,3866
17/01/2014,20301,15495,4023,19518,15495,4023
18/01/2014,9438,6955,2005,8960,6955,2005
19/01/2014,9028,6392,2184,8576,6392,2184
20/01/2014,13407,9968,2923,12891,9968,2923
21/01/2014,3804,3191,588,3779,3191,588
22/01/2014,2451,2087,336,2423,2087,336
23/01/2014,5071,4226,810,5036,4226,810
24/01/2014,6176,5190,941,6131,5190,941
25/01/2014,4338,3469,796,4265,3469,796
26/01/2014,4980,3874,1018,4892,3874,1018
27/01/2014,13119,10567,2433,13000,10567,2433
28/01/2014,10033,8222,1761,9983,8222,1761
29/01/2014,10021,8229,1737,9966,8229,1737
30/01/2014,12158,9887,2157,12044,9887,2157
31/01/2014,14653,11783,2633,14416,11783,2633
01/02/2014,12771,9078,2949,12027,9078,2949
02/02/2014,13816,9451,3386,12837,9451,3386
03/02/2014,2600,2215,363,2578,2215,363
04/02/2014,8709,7074,1550,8624,7074,1550
05/02/2014,2746,2321,399,2720,2321,399
06/02/2014,7196,5977,1146,7123,5977,1146
07/02/2014,8495,7025,1402,8427,7025,1402
08/02/2014,5986,4646,1224,5870,4646,1224
09/02/2014,4996,3827,1075,4902,3827,1075
10/02/2014,6846,5688,1116,6804,5688,1116
11/02/2014,8343,6880,1418,8298,6880,1418
12/02/2014,8580,7071,1459,8530,7071,1459
13/02/2014,876,778,95,873,778,95
14/02/2014,3609,3055,520,3575,3055,520
15/02/2014,2261,1786,427,2213,1786,427
16/02/2014,3003,2359,557,2916,2359,557
17/02/2014,4854,3878,875,4753,3878,875
18/02/2014,5140,4321,769,5090,4321,769
19/02/2014,8506,6990,1437,8427,6990,1437
20/02/2014,11792,9586,2014,11600,9586,2014
21/02/2014,8680,7114,1436,8550,7114,1436
22/02/2014,13044,8771,2865,11636,8771,2865
23/02/2014,13324,8802,3080,11882,8802,3080
24/02/2014,12922,10395,2301,12696,10395,2301
25/02/2014,12830,10385,2247,12632,10385,2247
26/02/2014,11188,9265,1802,11067,9265,1802
27/02/2014,12036,9910,1983,11893,9910,1983
28/02/2014,9587,7878,1584,9462,7878,1584
01/03/2014,9202,6655,1959,8614,6655,1959
02/03/2014,8195,5996,1760,7756,5996,1760
03/03/2014,7708,6316,1267,7583,6316,1267
04/03/2014,10398,8535,1735,10270,8535,1735
05/03/2014,13801,11176,2405,13581,11176,2405
06/03/2014,12773,10340,2257,12597,10340,2257
07/03/2014,13304,10745,2306,13051,10745,2306
08/03/2014,16350,10393,3586,13979,10393,3586
09/03/2014,12262,8257,2802,11059,8257,2802
10/03/2014,17231,13407,3277,16684,13407,3277
11/03/2014,24356,17985,4993,22978,17985,4993
12/03/2014,15101,11627,2991,14618,11627,2991
13/03/2014,10979,8906,1862,10768,8906,1862
14/03/2014,16299,12654,3042,15696,12654,3042
15/03/2014,18053,11412,4007,15418,11411,4007
16/03/2014,9851,6945,2182,9127,6945,2182
17/03/2014,12503,9957,2224,12181,9957,2224
18/03/2014,16679,13070,3065,16135,13070,3065
19/03/2014,13341,10546,2513,13059,10546,2513
20/03/2014,19695,15097,3855,18952,15097,3855
21/03/2014,20718,15718,4025,19743,15718,4025
22/03/2014,19880,12086,4415,16501,12086,4415
23/03/2014,11740,7889,2578,10467,7889,2578
24/03/2014,13598,10694,2554,13248,10694,2554
25/03/2014,16037,12674,2988,15662,12674,2988
26/03/2014,14500,11713,2542,14255,11713,2542
27/03/2014,16666,13125,3109,16234,13125,3109
28/03/2014,18425,14386,3428,17814,14386,3428
29/03/2014,4480,3366,867,4233,3366,867
30/03/2014,7907,5722,1720,7442,5722,1720
31/03/2014,17085,13176,3310,16486,13176,3310
01/04/2014,23908,17967,4800,22767,17967,4800
02/04/2014,22515,17454,4412,21866,17454,4412
03/04/2014,26321,19791,5162,24953,19791,5162
04/04/2014,12566,10044,2193,12237,10044,2193
05/04/2014,18655,12141,4027,16168,12141,4027
06/04/2014,20750,12524,4626,17150,12524,4626
07/04/2014,14677,11219,2851,14070,11219,2851
08/04/2014,21884,16662,4424,21086,16662,4424
09/04/2014,26931,20349,5405,25754,20349,5405
10/04/2014,27463,20578,5476,26054,20578,5476
11/04/2014,26798,19986,5335,25321,19986,5335
12/04/2014,27108,15728,5751,21479,15728,5751
13/04/2014,26871,15368,5966,21334,15368,5966
14/04/2014,28832,20274,5757,26031,20274,5757
15/04/2014,10523,8309,1846,10155,8309,1846
16/04/2014,20082,15249,3844,19093,15249,3844
17/04/2014,22282,16818,4123,20941,16818,4123
18/04/2014,20770,15070,3953,19023,15070,3953
19/04/2014,24369,13468,4898,18366,13468,4898
20/04/2014,18464,10551,3703,14254,10551,3703
21/04/2014,27124,19351,5358,24709,19351,5358
22/04/2014,27259,20024,5435,25459,20024,5435
23/04/2014,26949,20200,5376,25576,20200,5376
24/04/2014,28107,20762,5618,26380,20762,5618
25/04/2014,27919,20440,5378,25818,20440,5378
26/04/2014,19899,12082,4354,16436,12082,4354
27/04/2014,21926,13241,4823,18064,13241,4823
28/04/2014,28557,20918,5612,26530,20918,5612
29/04/2014,18404,14434,3343,17777,14434,3343
30/04/2014,2867,2393,424,2817,2393,424
01/05/2014,26762,19763,5305,25068,19763,5305
02/05/2014,32377,23069,6249,29318,23069,6249
03/05/2014,25501,14891,5257,20147,14890,5257
04/05/2014,21277,12922,4557,17479,12922,4557
05/05/2014,30288,21523,6202,27725,21523,6202
06/05/2014,32233,23405,6484,29889,23405,6484
07/05/2014,32882,23651,6637,30288,23651,6637
08/05/2014,17619,13368,3192,16560,13368,3192
09/05/2014,22641,16911,4096,21007,16911,4096
10/05/2014,21832,13427,4697,18124,13427,4697
11/05/2014,28326,15689,6025,21714,15689,6025
12/05/2014,31644,22331,6632,28963,22331,6632
13/05/2014,32847,23905,6644,30549,23905,6644
14/05/2014,30044,22120,6128,28248,22120,6128
15/05/2014,26057,19282,5268,24550,19282,5268
16/05/2014,17784,13569,3402,16971,13569,3402
17/05/2014,29912,16823,6308,23131,16823,6308
18/05/2014,27436,15291,5871,21162,15291,5871
19/05/2014,31692,22511,6406,28917,22511,6406
20/05/2014,35567,25124,7392,32516,25124,7392
21/05/2014,34420,24666,7046,31712,24666,7046
22/05/2014,24535,18377,4583,22960,18377,4583
23/05/2014,24484,17492,4835,22327,17492,4835
24/05/2014,16798,9575,3481,13054,9575,3479
25/05/2014,25637,11927,4786,16713,11927,4786
26/05/2014,26930,13449,5194,18643,13449,5194
27/05/2014,32936,22858,6581,29439,22858,6581
28/05/2014,29690,21932,5780,27712,21932,5780
29/05/2014,33889,24084,6901,30985,24084,6901
30/05/2014,34343,23966,6999,30965,23966,6999
31/05/2014,27734,15795,5872,21664,15792,5872
01/06/2014,31333,17218,6823,24041,17218,6823
02/06/2014,34519,24101,7021,31122,24101,7021
03/06/2014,29501,21253,5990,27243,21253,5990
04/06/2014,36068,25525,7614,33139,25525,7614
05/06/2014,24619,17501,5126,22627,17501,5126
06/06/2014,37719,25806,7568,33374,25806,7568
07/06/2014,31204,17334,6549,23880,17334,6546
08/06/2014,30162,16827,6433,23260,16827,6433
09/06/2014,18611,13565,3620,17185,13565,3620
10/06/2014,33435,23930,7102,31032,23930,7102
11/06/2014,30548,22019,6419,28438,22019,6419
12/06/2014,29084,21170,6042,27212,21170,6042
13/06/2014,18308,13369,3609,16978,13369,3609
14/06/2014,28417,16166,6288,22453,16166,6287
15/06/2014,28382,15943,6161,22104,15943,6161
16/06/2014,34932,24073,7543,31616,24073,7543
17/06/2014,35097,24728,7566,32294,24728,7566
18/06/2014,35531,24958,7793,32751,24958,7793
19/06/2014,31724,22708,6690,29398,22708,6690
20/06/2014,34405,23591,7181,30771,23591,7180
21/06/2014,30288,16624,6473,23097,16624,6473
22/06/2014,29417,16339,6271,22610,16339,6271
23/06/2014,32580,22669,6885,29553,22668,6885
24/06/2014,35897,25408,7761,33168,25407,7761
25/06/2014,34340,24404,7282,31686,24404,7282
26/06/2014,34846,24590,7277,31864,24587,7277
27/06/2014,35823,24379,7246,31623,24377,7246
28/06/2014,28507,15919,6016,21934,15919,6015
29/06/2014,27986,15462,6171,21631,15462,6169
30/06/2014,33597,23370,7059,30428,23369,7059
01/07/2014,34854,24736,7435,32169,24734,7435
02/07/2014,26582,19085,5401,24486,19085,5401
03/07/2014,27587,19441,5694,25134,19440,5694
04/07/2014,13612,8034,2796,10830,8034,2796
05/07/2014,22913,11148,4423,15571,11148,4423
06/07/2014,23822,12398,4844,17242,12398,4844
07/07/2014,31863,22150,6828,28977,22149,6828
08/07/2014,32713,23357,7134,30489,23355,7134
09/07/2014,34426,24381,7405,31784,24379,7405
10/07/2014,36288,25588,7680,33266,25586,7680
11/07/2014,35000,24186,7063,31247,24184,7063
12/07/2014,28718,15874,6174,22048,15874,6174
13/07/2014,24869,14614,5350,19964,14614,5350
14/07/2014,25825,18487,5099,23584,18485,5099
15/07/2014,22963,16970,4577,21544,16967,4577
16/07/2014,35391,25288,7417,32699,25282,7417
17/07/2014,38619,27297,8075,35371,27296,8075
18/07/2014,36105,24669,7563,32229,24667,7562
19/07/2014,29291,15584,6124,21707,15584,6123
20/07/2014,30296,16425,6359,22783,16425,6358
21/07/2014,35670,24771,7479,32249,24770,7479
22/07/2014,36886,25944,7933,33876,25943,7933
23/07/2014,34173,24381,7195,31576,24381,7195
24/07/2014,36693,26138,7472,33610,26138,7472
25/07/2014,36384,25055,7337,32392,25055,7337
26/07/2014,27179,15098,5524,20622,15098,5524
27/07/2014,27004,15270,5954,21224,15270,5954
28/07/2014,33189,23316,6987,30303,23316,6987
29/07/2014,37092,26180,7813,33993,26180,7813
30/07/2014,37377,26349,7734,34083,26349,7734
31/07/2014,35458,25252,7267,32519,25252,7267
01/08/2014,32654,22757,6549,29306,22757,6549
02/08/2014,26784,14849,5649,20498,14849,5649
03/08/2014,25276,14250,5255,19505,14250,5255
04/08/2014,33822,23257,6951,30208,23257,6951
05/08/2014,34392,24117,7164,31281,24117,7164
06/08/2014,36336,25512,7663,33175,25512,7663
07/08/2014,36362,25545,7544,33089,25545,7544
08/08/2014,34073,23323,7016,30339,23323,7016
09/08/2014,31636,15619,6381,22000,15619,6381
10/08/2014,26749,14755,5655,20410,14755,5655
11/08/2014,33664,23143,6842,29985,23143,6842
12/08/2014,26261,19139,5062,24201,19139,5062
13/08/2014,27977,20127,5745,25872,20127,5745
14/08/2014,35154,24660,7185,31845,24660,7185
15/08/2014,32480,22372,6588,28960,22372,6588
16/08/2014,32017,15759,6281,22040,15759,6281
17/08/2014,27417,15161,5661,20822,15161,5661
18/08/2014,34339,23437,7053,30490,23437,7053
19/08/2014,35367,24938,7432,32370,24938,7432
20/08/2014,35532,24811,7247,32058,24811,7247
21/08/2014,33804,23827,6824,30651,23827,6824
22/08/2014,30406,21389,6156,27545,21389,6156
23/08/2014,26429,14675,5509,20184,14675,5509
24/08/2014,27493,14798,5714,20512,14798,5714
25/08/2014,32892,22845,6771,29612,22845,6767
26/08/2014,34519,24402,7099,31496,24402,7094
27/08/2014,33721,24122,7000,31122,24122,7000
28/08/2014,33927,24349,6731,31080,24349,6731
29/08/2014,31264,21361,6132,27493,21361,6132
30/08/2014,22689,11952,4359,16311,11952,4359
31/08/2014,18053,9405,3501,12906,9405,3501
01/09/2014,23575,12821,5004,17825,12821,5004
02/09/2014,30507,21761,6333,28094,21761,6333
03/09/2014,35535,25568,7500,33068,25568,7500
04/09/2014,36496,26040,7716,33755,26039,7716
05/09/2014,34831,24416,7182,31598,24416,7182
06/09/2014,25833,15659,5694,21353,15659,5694
07/09/2014,29721,17106,6651,23757,17106,6651
08/09/2014,34335,24403,7276,31679,24403,7276
09/09/2014,34518,25110,7246,32356,25110,7246
10/09/2014,37653,26938,7874,34812,26938,7874
11/09/2014,37081,26623,7814,34437,26623,7814
12/09/2014,37204,26194,7818,34012,26194,7818
13/09/2014,17293,11303,3952,15255,11303,3952
14/09/2014,28688,16601,6429,23030,16601,6429
15/09/2014,35045,24790,7468,32258,24790,7468
16/09/2014,25633,18864,5320,24184,18864,5320
17/09/2014,37453,26598,8080,34678,26598,8080
18/09/2014,37381,26616,8054,34670,26616,8054
19/09/2014,34713,24905,7122,32025,24903,7122
20/09/2014,30011,17298,6526,23824,17298,6526
21/09/2014,26080,15558,5931,21489,15558,5931
22/09/2014,33239,23815,6993,30808,23815,6993
23/09/2014,36347,26084,7733,33814,26081,7733
24/09/2014,35481,25796,7441,33237,25796,7441
25/09/2014,16650,12884,3090,15974,12884,3090
26/09/2014,35116,24460,7201,31661,24460,7201
27/09/2014,30193,17366,6650,24016,17366,6650
28/09/2014,29021,16537,6447,22984,16537,6447
29/09/2014,33161,23724,6937,30661,23724,6937
30/09/2014,35093,25655,7374,33029,25655,7374
01/10/2014,27942,20948,5794,26742,20948,5794
02/10/2014,34492,25286,7199,32485,25286,7199
03/10/2014,34944,24336,7169,31505,24336,7169
04/10/2014,13354,9099,2801,11899,9098,2801
05/10/2014,23456,14346,5328,19674,14346,5328
06/10/2014,31742,22862,6577,29439,22862,6577
07/10/2014,32892,24038,7137,31175,24038,7137
08/10/2014,33607,24495,7144,31639,24495,7144
09/10/2014,32203,23467,6585,30052,23467,6585
10/10/2014,30887,22284,6259,28543,22284,6259
11/10/2014,12965,8910,2583,11493,8910,2583
12/10/2014,23394,13420,4926,18346,13420,4926
13/10/2014,22752,15828,4642,20470,15828,4642
14/10/2014,32614,23451,6831,30281,23450,6831
15/10/2014,28743,21216,6012,27228,21216,6012
16/10/2014,26754,19853,5565,25418,19853,5565
17/10/2014,34132,24000,6871,30871,24000,6871
18/10/2014,24978,15094,5339,20433,15094,5339
19/10/2014,18840,12099,4214,16313,12099,4214
20/10/2014,27914,20527,5684,26211,20527,5684
21/10/2014,31330,23065,6566,29631,23065,6566
22/10/2014,9169,7151,1626,8777,7151,1626
23/10/2014,13371,10644,2409,13053,10644,2409
24/10/2014,29837,21912,5973,27885,21912,5973
25/10/2014,24952,14930,5339,20269,14930,5339
26/10/2014,20768,12763,4673,17436,12763,4673
27/10/2014,28806,21162,5945,27107,21162,5945
28/10/2014,32956,24159,6930,31089,24159,6930
29/10/2014,29999,22223,6253,28476,22223,6253
30/10/2014,31133,23239,6310,29549,23239,6310
31/10/2014,27785,20432,5427,25859,20432,5427
01/11/2014,6002,4587,1101,5688,4587,1101
02/11/2014,14100,9765,3181,12946,9765,3181
03/11/2014,26757,19727,5495,25222,19727,5495
04/11/2014,31174,23067,6334,29401,23067,6334
05/11/2014,30539,22642,6376,29018,22642,6376
06/11/2014,12283,9684,2290,11974,9684,2290
07/11/2014,25355,19064,5110,24174,19064,5110
08/11/2014,17443,11450,3933,15383,11450,3933
09/11/2014,18207,11755,4097,15852,11755,4097
10/11/2014,27655,20234,5659,25892,20233,5659
11/11/2014,29358,21735,5979,27714,21735,5979
12/11/2014,27807,20943,5869,26812,20943,5869
13/11/2014,20652,15622,4252,19874,15622,4252
14/11/2014,21082,16223,4216,20439,16223,4216
15/11/2014,14057,9775,3154,12929,9775,3154
16/11/2014,13272,9283,3110,12393,9283,3110
17/11/2014,8116,6479,1518,7997,6479,1518
18/11/2014,16691,13249,3181,16430,13249,3181
19/11/2014,16694,13232,3207,16439,13232,3207
20/11/2014,20611,16231,3969,20200,16231,3969
21/11/2014,17806,14038,3362,17400,14038,3362
22/11/2014,12682,9045,2885,11930,9045,2885
23/11/2014,15669,10765,3554,14319,10765,3554
24/11/2014,23031,17457,4643,22100,17457,4643
25/11/2014,25580,19384,5097,24481,19384,5097
26/11/2014,3675,3054,564,3618,3054,564
27/11/2014,3945,2873,848,3721,2873,848
28/11/2014,8378,6096,1697,7793,6096,1697
29/11/2014,8183,5797,1822,7619,5797,1822
30/11/2014,12384,8473,2782,11255,8473,2782
01/12/2014,18519,14178,3613,17791,14178,3613
02/12/2014,15367,12333,2837,15170,12333,2837
03/12/2014,13472,10819,2500,13319,10819,2500
04/12/2014,21335,16690,4158,20848,16690,4158
05/12/2014,15818,12314,3153,15467,12314,3153
06/12/2014,4047,3082,865,3947,3082,865
07/12/2014,10510,7580,2348,9928,7580,2348
08/12/2014,15557,12447,2901,15348,12447,2901
09/12/2014,6713,5558,1114,6672,5558,1114
10/12/2014,10399,8497,1819,10316,8497,1819
11/12/2014,18141,14478,3371,17849,14478,3371
12/12/2014,17892,14099,3401,17500,14099,3401
13/12/2014,12549,9020,2827,11847,9020,2827
